,filename,year,month,day,hour,minute,second,persons,cars,buss,trucks,bicycles
189,loc01-2022_11_12_09_27_48.jpg,2022,11,12,9,27,48,14,6,0,3,0
190,loc01-2022_11_12_09_28_20.jpg,2022,11,12,9,28,20,14,0,0,2,0
191,loc01-2022_11_12_09_28_51.jpg,2022,11,12,9,28,51,0,3,0,3,0
192,loc01-2022_11_12_09_29_21.jpg,2022,11,12,9,29,21,7,2,0,4,0
193,loc01-2022_11_12_09_29_52.jpg,2022,11,12,9,29,52,13,6,2,2,0
194,loc01-2022_11_12_09_30_23.jpg,2022,11,12,9,30,23,12,4,0,2,0
195,loc01-2022_11_12_09_30_54.jpg,2022,11,12,9,30,54,7,3,0,4,1
196,loc01-2022_11_12_09_31_25.jpg,2022,11,12,9,31,25,13,5,0,4,0
197,loc01-2022_11_12_09_31_56.jpg,2022,11,12,9,31,56,13,2,0,2,0
198,loc01-2022_11_12_09_32_27.jpg,2022,11,12,9,32,27,17,3,0,1,0
199,loc01-2022_11_12_09_32_58.jpg,2022,11,12,9,32,58,11,3,0,2,0
200,loc01-2022_11_12_09_33_28.jpg,2022,11,12,9,33,28,16,1,0,4,0
201,loc01-2022_11_12_09_33_59.jpg,2022,11,12,9,33,59,5,5,0,3,0
202,loc01-2022_11_12_09_34_30.jpg,2022,11,12,9,34,30,13,2,0,0,0
203,loc01-2022_11_12_09_35_01.jpg,2022,11,12,9,35,1,11,4,0,1,0
204,loc01-2022_11_12_09_35_32.jpg,2022,11,12,9,35,32,8,3,0,2,1
205,loc01-2022_11_12_09_36_03.jpg,2022,11,12,9,36,3,8,2,0,1,0
206,loc01-2022_11_12_09_36_34.jpg,2022,11,12,9,36,34,7,5,0,2,0
207,loc01-2022_11_12_09_37_05.jpg,2022,11,12,9,37,5,10,2,0,4,0
208,loc01-2022_11_12_09_37_36.jpg,2022,11,12,9,37,36,7,1,0,3,0
209,loc01-2022_11_12_09_38_07.jpg,2022,11,12,9,38,7,9,2,0,3,0
210,loc01-2022_11_12_09_38_38.jpg,2022,11,12,9,38,38,9,7,0,3,0
211,loc01-2022_11_12_09_39_08.jpg,2022,11,12,9,39,8,12,3,0,2,0
212,loc01-2022_11_12_09_39_39.jpg,2022,11,12,9,39,39,6,3,0,4,0
213,loc01-2022_11_12_09_40_10.jpg,2022,11,12,9,40,10,11,3,0,5,0
214,loc01-2022_11_12_09_40_41.jpg,2022,11,12,9,40,41,9,0,0,6,0
215,loc01-2022_11_12_09_41_11.jpg,2022,11,12,9,41,11,9,6,0,3,0
216,loc01-2022_11_12_09_41_42.jpg,2022,11,12,9,41,42,7,3,0,3,0
217,loc01-2022_11_12_09_42_13.jpg,2022,11,12,9,42,13,17,3,0,3,0
218,loc01-2022_11_12_09_42_44.jpg,2022,11,12,9,42,44,8,1,0,4,0
219,loc01-2022_11_12_09_43_15.jpg,2022,11,12,9,43,15,4,2,0,3,0
220,loc01-2022_11_12_09_43_46.jpg,2022,11,12,9,43,46,0,2,0,5,0
221,loc01-2022_11_12_09_44_17.jpg,2022,11,12,9,44,17,11,2,0,3,0
222,loc01-2022_11_12_09_44_48.jpg,2022,11,12,9,44,48,5,1,0,3,1
223,loc01-2022_11_12_09_45_19.jpg,2022,11,12,9,45,19,8,4,0,3,0
224,loc01-2022_11_12_09_45_50.jpg,2022,11,12,9,45,50,4,2,0,3,0
225,loc01-2022_11_12_09_46_21.jpg,2022,11,12,9,46,21,2,4,0,3,0
226,loc01-2022_11_12_09_46_52.jpg,2022,11,12,9,46,52,10,4,0,3,0
227,loc01-2022_11_12_09_47_23.jpg,2022,11,12,9,47,23,14,11,0,3,0
228,loc01-2022_11_12_09_47_53.jpg,2022,11,12,9,47,53,7,3,0,6,1
229,loc01-2022_11_12_09_48_24.jpg,2022,11,12,9,48,24,4,2,0,4,0
230,loc01-2022_11_12_09_48_55.jpg,2022,11,12,9,48,55,6,3,2,3,0
